#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	sample	pop	super_pop	gender
HG00364	-0.0114742	0.023433	0.0125909	0.0153128	0.00644231	-0.00397101	0.0439713	-0.0713118	-0.00269439	0.0081341	HG00364	FIN	EUR	female
HG00365	-0.0117864	0.0227431	0.0125973	0.0149017	0.0114849	-0.00317195	0.0549919	-0.0818958	0.000896781	0.00620527	HG00365	FIN	EUR	female
HG00366	-0.0120462	0.0227042	0.013244	0.0165878	0.0154008	0.00852146	0.0702491	-0.0333559	0.012068	0.013721	HG00366	FIN	EUR	male
HG00367	-0.0120504	0.0226267	0.013914	0.0169903	0.0144842	0.00433079	0.0617517	-0.0315233	0.00829967	0.0179227	HG00367	FIN	EUR	female
HG00368	-0.0120214	0.0221075	0.0137072	0.0165389	0.0143562	0.00607067	0.0811963	-0.0534395	0.0105354	0.0022362	HG00368	FIN	EUR	female
HG00369	-0.0118938	0.0224799	0.0138555	0.0171141	0.0135045	0.00974725	0.0759727	-0.0373301	0.0120733	0.0139226	HG00369	FIN	EUR	male
HG00371	-0.0118182	0.023507	0.0129319	0.0160444	0.0141655	0.00429791	0.0616008	-0.0446572	0.00582476	0.0281445	HG00371	FIN	EUR	male
HG00372	-0.0120944	0.0232902	0.0143306	0.0173191	0.0145163	0.0072072	0.0671202	-0.0348477	0.00521611	0.0223389	HG00372	FIN	EUR	male
HG00373	-0.0122468	0.0219733	0.0147738	0.0161329	0.0161287	0.00695362	0.0755044	-0.0462925	0.0096958	0.0222304	HG00373	FIN	EUR	female
HG00375	-0.0118764	0.0229431	0.0138819	0.0179283	0.00852772	0.0174008	0.0802012	-0.0372537	0.0114248	-0.00510298	HG00375	FIN	EUR	male
HG00376	-0.0116786	0.0239925	0.0135737	0.0180181	0.00510687	0.0131932	0.0653438	-0.0306787	0.00595136	-0.0180932	HG00376	FIN	EUR	female
HG00378	-0.0119721	0.022596	0.0139187	0.0176889	0.00317106	0.014661	0.0756898	-0.0366852	0.00941978	-0.0212002	HG00378	FIN	EUR	female
HG00379	-0.011629	0.0237691	0.0124969	0.0165135	0.0112222	0.00343023	0.0596605	-0.043412	0.00581836	0.0295834	HG00379	FIN	EUR	female
HG00380	-0.0115213	0.0246754	0.0133815	0.0183002	0.010071	0.00471871	0.048204	-0.0269515	0.00352123	0.0181464	HG00380	FIN	EUR	female
HG00381	-0.0121125	0.0232181	0.0139438	0.0181798	0.00453389	0.0152047	0.0763456	-0.0414999	0.00561353	-0.0177558	HG00381	FIN	EUR	female
HG00382	-0.0118331	0.0219919	0.0140818	0.0175913	0.00668265	0.0147038	0.0842642	-0.0408173	0.00741827	-0.016069	HG00382	FIN	EUR	male
HG00383	-0.0118938	0.0218683	0.0142107	0.0171717	0.00629267	0.0149136	0.0823715	-0.0455191	0.00849829	-0.0167075	HG00383	FIN	EUR	female
HG00384	-0.0119232	0.0236528	0.0137316	0.0173905	0.0145892	0.00384739	0.061136	-0.0471673	0.00379805	0.028268	HG00384	FIN	EUR	female
HG00403	-0.0157503	-0.0339151	0.00675242	0.0159966	0.00378932	0.00171144	0.0104613	0.0183808	0.0064488	0.0147617	HG00403	CHS	EAS	male
HG00404	-0.0160844	-0.0343802	0.00693436	0.015114	0.00398101	0.00248793	0.0112518	0.0187751	0.00386875	0.0067144	HG00404	CHS	EAS	female
HG00406	-0.0159835	-0.034614	0.00560669	0.0153637	-0.00464505	0.00849494	0.0083205	0.0077416	0.00255443	-0.0200674	HG00406	CHS	EAS	male
HG00407	-0.0160107	-0.0340987	0.00545123	0.01594	-0.00498828	0.00746114	0.00755615	0.0118345	0.00194498	-0.0140927	HG00407	CHS	EAS	female
HG00409	-0.0156493	-0.0342083	0.00404784	0.01089	-0.00907722	-0.0172592	-0.0142016	-0.0173195	-0.00356869	-0.00907434	HG00409	CHS	EAS	male
HG00410	-0.0153493	-0.0337557	0.0024228	0.0104269	-0.00815395	-0.0205956	-0.0136904	-0.0210395	-0.00555956	-0.00266559	HG00410	CHS	EAS	female
HG00419	-0.016072	-0.034671	0.00622888	0.0151785	-0.00437454	0.00979671	0.0112801	0.0150633	0.00235821	-0.0154462	HG00419	CHS	EAS	female
HG00421	-0.0158929	-0.0346791	0.00590261	0.0159652	-0.00219166	0.00772937	0.010829	0.0138098	0.00158708	-0.0203723	HG00421	CHS	EAS	male
HG00422	-0.0160161	-0.0345655	0.00602035	0.0159998	-0.00332079	0.00907046	0.010666	0.0139326	0.00372393	-0.0180005	HG00422	CHS	EAS	female
HG00428	-0.0161066	-0.034786	0.00638528	0.0159976	-0.00393047	0.00902064	0.0101048	0.016923	0.00402594	-0.0160678	HG00428	CHS	EAS	female
HG00436	-0.015977	-0.0347735	0.00681326	0.014522	-0.000891366	0.00576057	0.00508905	0.00808399	0.00390092	-0.00263783	HG00436	CHS	EAS	male
HG00437	-0.016169	-0.0344123	0.00613932	0.0151746	-0.00416033	0.00178671	0.00416267	0.00422348	0.000531254	-0.0219504	HG00437	CHS	EAS	female
HG00442	-0.0161302	-0.0351381	0.00681096	0.0160422	-0.00701034	0.00937324	0.00854913	0.0129343	0.00118694	-0.0195253	HG00442	CHS	EAS	male
HG00443	-0.0159296	-0.0340246	0.00584187	0.0154047	-0.00691437	0.00941566	0.00982661	0.00875759	0.00363282	-0.0188414	HG00443	CHS	EAS	female
HG00445	-0.0159279	-0.0340314	0.00618142	0.0147445	-0.0057746	0.00627095	0.00825137	0.00932802	0.000763362	-0.0233171	HG00445	CHS	EAS	male
HG00446	-0.0161327	-0.0345537	0.00593963	0.0147542	-0.00457237	0.00448243	0.00934528	0.0109848	0.00162933	-0.0193706	HG00446	CHS	EAS	female
HG00448	-0.0158067	-0.0344696	0.0067172	0.0139205	-0.0024554	0.00952214	0.0121339	0.0179533	0.00625837	-0.0158158	HG00448	CHS	EAS	male
HG00449	-0.0159846	-0.0344648	0.00644036	0.0145134	-0.00149483	0.00527789	0.010052	0.00924818	0.00247482	-0.00985394	HG00449	CHS	EAS	female
HG00451	-0.0161087	-0.0347568	0.00660784	0.0160158	0.00039924	0.00810598	0.0142911	0.0192607	0.00410632	-0.0144877	HG00451	CHS	EAS	male
HG00452	-0.0158331	-0.0341915	0.0065274	0.015366	-0.00583509	0.00385015	0.00452618	0.00724681	0.000817274	-0.0247704	HG00452	CHS	EAS	female
HG00457	-0.0161022	-0.0349759	0.0058594	0.0151783	-0.00579779	0.00715529	0.00192869	0.0038406	0.00222343	-0.0215158	HG00457	CHS	EAS	male
HG00458	-0.0160038	-0.0343164	0.00553674	0.0148374	-0.00568513	0.00403407	0.00413213	0.00361826	0.000160213	-0.0259273	HG00458	CHS	EAS	female
HG00463	-0.0162887	-0.0344171	0.00779019	0.0165508	-0.00186459	0.0086018	0.0148226	0.017993	0.00290311	-0.00621981	HG00463	CHS	EAS	male
HG00464	-0.0160888	-0.0346391	0.00662802	0.0146794	-0.000715997	0.00986478	0.0140205	0.0176604	0.00727066	-0.0098787	HG00464	CHS	EAS	female
HG00472	-0.01589	-0.0345983	0.00583342	0.0155244	-0.00474534	0.00457621	0.0064725	0.00602863	0.000710875	-0.0258039	HG00472	CHS	EAS	male
HG00473	-0.0157923	-0.0348327	0.00500474	0.0148017	-0.00579667	0.00443731	0.00380522	0.0068581	0.000225828	-0.0219102	HG00473	CHS	EAS	female
HG00475	-0.0159277	-0.0346008	0.00643189	0.0155287	-0.00104314	0.000803589	0.00616702	0.0066785	0.00167944	-0.0266157	HG00475	CHS	EAS	male
HG00476	-0.0160811	-0.0342661	0.0056951	0.0149005	-0.00393219	0.00695063	0.0114888	0.0128303	0.0055495	-0.019857	HG00476	CHS	EAS	female
HG00478	-0.0160078	-0.0351615	0.0076065	0.0158114	-0.00386986	0.00650664	0.0113344	0.0123639	0.00346592	-0.0200646	HG00478	CHS	EAS	male
HG00479	-0.0162652	-0.0342367	0.00644381	0.0157427	-0.00322192	0.00772722	0.0104453	0.0121626	0.00170352	-0.0213205	HG00479	CHS	EAS	female
HG00500	-0.0160343	-0.0348025	0.00762402	0.015329	0.00445123	0.0063024	0.0150121	0.0164321	0.00429169	-0.00839901	HG00500	CHS	EAS	male
HG00513	-0.0160965	-0.0343949	0.0060715	0.0163786	-0.000597823	0.00647137	0.00766137	0.00815849	0.00555414	-0.00447059	HG00513	CHS	EAS	female
HG00524	-0.0161226	-0.0340706	0.00675019	0.0162899	-0.00101775	0.00708125	0.0110303	0.0147805	0.00441915	-0.00671024	HG00524	CHS	EAS	male
HG00525	-0.0162097	-0.0342433	0.00691419	0.0141793	-0.00224102	0.00405778	0.00817341	0.0146342	0.00316689	-0.0191939	HG00525	CHS	EAS	female
HG00530	-0.0158747	-0.0345218	0.00619238	0.0155927	0.00308495	0.00445514	0.0054156	0.0105098	0.0039315	-0.00809222	HG00530	CHS	EAS	male
HG00531	-0.0159437	-0.0339484	0.00609583	0.0153016	-0.00151795	0.00672404	0.00599121	0.00965727	0.00283575	-0.00254774	HG00531	CHS	EAS	female
HG00533	-0.0162539	-0.0341184	0.00698867	0.0153202	0.000601454	0.00880021	0.0107749	0.0153016	0.00599645	-0.00650182	HG00533	CHS	EAS	male
HG00534	-0.016101	-0.0341018	0.00707855	0.0155333	-0.00086281	0.00876088	0.0159145	0.0207017	0.00588702	-0.00923621	HG00534	CHS	EAS	female
HG00536	-0.0161065	-0.0345181	0.00645706	0.0148763	-0.0075459	0.0061592	0.00967711	0.00991193	0.00154272	-0.022508	HG00536	CHS	EAS	male
HG00537	-0.016282	-0.0349303	0.00668111	0.0153864	0.00135359	0.00544104	0.0137957	0.0125858	0.00366936	-0.0054716	HG00537	CHS	EAS	female
HG00542	-0.0161302	-0.0340113	0.00622385	0.0152736	0.0019983	0.0042553	0.0103262	0.00906237	0.00365983	-0.0116045	HG00542	CHS	EAS	male
HG00543	-0.0158667	-0.0349498	0.00573674	0.0138422	-0.00961073	0.00956255	0.0080675	0.00803825	0.000964455	-0.0245805	HG00543	CHS	EAS	female
HG00551	-0.00752612	0.0178925	0.0181655	0.00253018	0.00274337	0.00259185	-0.00733463	0.0481542	0.0112081	0.0221454	HG00551	PUR	AMR	female
HG00553	-0.00329848	0.0137942	0.0164659	-0.00606602	-0.00282317	-0.00133948	-0.019585	0.0221808	0.0065149	-0.00366564	HG00553	PUR	AMR	male
HG00554	-0.00763194	0.0198305	0.0141536	0.00373546	-0.00223292	-0.0026371	-0.0192913	0.0201034	0.00268933	-0.0116682	HG00554	PUR	AMR	female
HG00556	-0.0161972	-0.0345005	0.00697193	0.0150174	-0.00115423	0.00621101	0.00904241	0.0123185	0.00422483	-0.017806	HG00556	CHS	EAS	male
HG00557	-0.0158062	-0.0348574	0.00682717	0.0140356	-0.0019782	0.00313438	0.00567435	0.0116705	0.00400054	-0.0188547	HG00557	CHS	EAS	female
HG00559	-0.0158999	-0.033323	0.00514575	0.0123719	0.00828375	-0.0134125	-0.0091721	-0.0134895	-0.00354443	-0.00590169	HG00559	CHS	EAS	male
HG00560	-0.0158563	-0.0345108	0.00472187	0.0134702	0.00333425	-0.0081407	-0.00812729	-0.0171039	-0.00402816	-0.00895952	HG00560	CHS	EAS	female
HG00565	-0.0159701	-0.0344948	0.00570043	0.0139808	0.00330565	-0.00865931	-0.0116848	-0.0142155	-0.00412553	-0.00395248	HG00565	CHS	EAS	male
HG00566	-0.016053	-0.0342031	0.0055061	0.0130773	0.00113894	-0.00646671	-0.0108697	-0.0135084	-0.00194593	-0.00795488	HG00566	CHS	EAS	female
HG00580	-0.0163552	-0.0345057	0.00705536	0.0146531	0.00188802	0.00509561	0.014651	0.0174919	0.00524073	-0.0106122	HG00580	CHS	EAS	male
HG00581	-0.0162893	-0.0349711	0.0065477	0.0151825	0.00251217	0.00740022	0.0142087	0.0192209	0.00454905	-0.0130948	HG00581	CHS	EAS	female
HG00583	-0.0161603	-0.0346432	0.0060679	0.0174689	-0.00902722	0.0122555	0.00589057	0.00930913	0.00193961	-0.00809283	HG00583	CHS	EAS	male
HG00584	-0.0159871	-0.0346093	0.00659875	0.0161848	0.00292632	0.00582177	0.0144857	0.0179934	0.00425609	-0.0137207	HG00584	CHS	EAS	female
HG00589	-0.0163219	-0.0345023	0.00725879	0.0142052	7.77184e-05	0.00844845	0.0159694	0.0201307	0.00607229	-0.00972856	HG00589	CHS	EAS	male
HG00590	-0.0160878	-0.0333198	0.00483987	0.015144	-0.00441703	0.0120809	0.0139505	0.0189135	0.00504078	0.00151013	HG00590	CHS	EAS	female
HG00592	-0.0159076	-0.032614	0.00631784	0.0111011	0.0168094	-0.02091	-0.00402553	-0.00777567	-0.00166188	-0.0145515	HG00592	CHS	EAS	male
HG00593	-0.0157903	-0.0345282	0.00440209	0.0136898	-0.00154421	-0.012224	-0.0112969	-0.0155974	-0.0043324	-0.00838389	HG00593	CHS	EAS	female
HG00595	-0.0160451	-0.0341275	0.00401452	0.0143469	0.000609786	-0.0075857	-0.00854197	-0.00838932	-0.0043485	-0.0146976	HG00595	CHS	EAS	male
HG00596	-0.0161492	-0.0347737	0.00482797	0.0128793	0.00246582	-0.00798786	-0.00752258	-0.0111873	-0.00368698	-0.00983883	HG00596	CHS	EAS	female
HG00598	-0.0157152	-0.0341615	0.00278881	0.0121133	-0.00755297	-0.0211034	-0.0127799	-0.0201771	-0.00289964	-0.00588503	HG00598	CHS	EAS	male
HG00599	-0.0153877	-0.0338539	0.0032473	0.0111298	-0.00153745	-0.0252998	-0.0122831	-0.0142134	-0.00410823	-0.00634624	HG00599	CHS	EAS	female
HG00607	-0.0161945	-0.0344687	0.006529	0.0152885	0.0014919	0.00692972	0.0139859	0.0235707	0.00735945	-0.00939205	HG00607	CHS	EAS	male
HG00608	-0.0162379	-0.0347575	0.00754827	0.0165933	5.2057e-06	0.00931344	0.0194362	0.0221393	0.00476974	-0.00716775	HG00608	CHS	EAS	female
HG00610	-0.01602	-0.0342245	0.0061626	0.0151444	0.00762462	-1.15891e-05	0.0103808	0.0194833	0.00506495	0.00935631	HG00610	CHS	EAS	male
HG00611	-0.0163445	-0.0345348	0.0080248	0.0135143	0.00667602	0.000641891	0.00903356	0.0173309	0.00568032	0.00728013	HG00611	CHS	EAS	female
HG00613	-0.0162471	-0.0345185	0.00628147	0.0155349	0.00162509	0.00841733	0.0181379	0.0226091	0.003288	-0.0129693	HG00613	CHS	EAS	male
HG00614	-0.0159535	-0.0344881	0.00675162	0.0157173	0.00158413	0.0076609	0.0138264	0.0179796	0.00572982	-0.00563037	HG00614	CHS	EAS	female
HG00619	-0.0163103	-0.0342604	0.0085851	0.0163057	3.09936e-05	0.00856883	0.014378	0.0218041	0.00496028	-0.00819675	HG00619	CHS	EAS	male
HG00620	-0.0163056	-0.0346759	0.00705446	0.0165959	-0.00076112	0.00983174	0.0145121	0.0199979	0.0050481	-0.00671351	HG00620	CHS	EAS	female
HG00622	-0.0154807	-0.0341962	0.0033942	0.0121577	-0.00861918	-0.0197475	-0.0136945	-0.0199458	-0.00495134	-0.00759846	HG00622	CHS	EAS	male
HG00623	-0.0152229	-0.0341922	0.0018518	0.0113882	-0.00902211	-0.0215711	-0.0129334	-0.0175679	-0.00700904	-0.00767535	HG00623	CHS	EAS	female
HG00625	-0.0161024	-0.0334555	0.00597557	0.0147265	-0.000550154	0.0070917	0.00979054	0.0133307	0.00474528	0.0178352	HG00625	CHS	EAS	male
HG00626	-0.0162806	-0.0344287	0.00686342	0.0156153	0.00857626	0.00083887	0.00887667	0.0188771	0.00384232	0.00770418	HG00626	CHS	EAS	female
HG00628	-0.015989	-0.0337521	0.00737407	0.0146674	0.0032588	0.00388272	0.00643356	0.015922	0.00515794	0.00628569	HG00628	CHS	EAS	male
HG00629	-0.0160729	-0.0344424	0.00808327	0.0148791	0.00413541	0.00314253	0.00999959	0.0145689	0.00474958	0.0124924	HG00629	CHS	EAS	female
HG00631	-0.0157089	-0.0342536	0.00340524	0.0119336	-0.0092405	-0.0211444	-0.0117282	-0.0178003	-0.00415037	-0.00287491	HG00631	CHS	EAS	male
HG00632	-0.0157075	-0.0339511	0.00262186	0.0125897	-0.00686701	-0.0174633	-0.00892666	-0.00882768	-0.00407007	-0.0195431	HG00632	CHS	EAS	female
HG00634	-0.0160318	-0.0342417	0.00666081	0.0157799	0.00928028	-0.000741688	0.00854975	0.0187667	0.00393615	0.0123527	HG00634	CHS	EAS	male
HG00637	-0.00423761	0.0164052	0.0152081	0.0012319	-0.0033418	-0.00315455	-0.0180449	0.0150171	0.00160591	-0.00812813	HG00637	PUR	AMR	male
HG00638	-0.00361292	0.0158035	0.0156238	-0.00186367	-0.00164997	-0.00467224	-0.0178588	0.0127512	0.00107183	-0.00991872	HG00638	PUR	AMR	female
HG00640	-0.00782973	0.0196636	0.0144046	0.00490538	-0.00427243	-0.00400259	-0.0210484	0.0194026	0.00374033	-0.013805	HG00640	PUR	AMR	male
HG00641	-0.007917	0.0175883	0.0179168	0.00125058	0.0028643	0.0053827	-0.0018701	0.0549825	0.0125869	0.0166215	HG00641	PUR	AMR	female
HG00650	-0.0161151	-0.0344672	0.0059586	0.0170313	-0.0125175	0.0176886	0.0115148	0.0152253	0.00336474	-0.000241342	HG00650	CHS	EAS	male
HG00651	-0.0162794	-0.0349024	0.00740589	0.0162225	-0.0102484	0.0157342	0.00869414	0.0121301	0.00435619	-0.00173978	HG00651	CHS	EAS	female
HG00653	-0.0163241	-0.0347513	0.00652886	0.0168452	-0.0125847	0.0171182	0.0107586	0.0132151	0.00593905	-0.00448374	HG00653	CHS	EAS	male
HG00654	-0.0161561	-0.0339321	0.00558372	0.0159285	-0.00690659	0.0147248	0.012583	0.014374	0.00456151	-0.00423237	HG00654	CHS	EAS	female
HG00656	-0.0159238	-0.0347051	0.00569542	0.0160801	-0.0123173	0.0182219	0.0103727	0.01555	0.00596382	-0.00165702	HG00656	CHS	EAS	male
HG00657	-0.0160611	-0.0344694	0.00725153	0.0161395	-0.00869731	0.0131495	0.00882337	0.00905705	0.00458875	-0.00585005	HG00657	CHS	EAS	female
HG00662	-0.0160766	-0.0346522	0.00641991	0.0160885	-0.00767747	0.0165967	0.0113742	0.0195717	0.00425246	-0.0010787	HG00662	CHS	EAS	male
HG00663	-0.0160675	-0.0343253	0.00645916	0.0156661	-0.0131437	0.0208837	0.0102787	0.016313	0.00785555	0.00167764	HG00663	CHS	EAS	female
HG00671	-0.0160769	-0.0347126	0.00668515	0.0164566	-0.00891722	0.016711	0.0111349	0.0170382	0.00666143	-0.000547509	HG00671	CHS	EAS	male
HG00672	-0.0159695	-0.0348456	0.00675981	0.0163675	-0.00938905	0.0176588	0.00952329	0.0177219	0.004757	-0.00409161	HG00672	CHS	EAS	female
HG00674	-0.0154788	-0.0343781	0.00344912	0.011966	-0.0173683	-0.0107034	-0.0112948	-0.017104	-0.00227543	-0.00254749	HG00674	CHS	EAS	male
HG00675	-0.0155895	-0.0341508	0.00130377	0.0118461	-0.0175231	-0.00963628	-0.0166376	-0.0178735	-0.0030265	-0.00100199	HG00675	CHS	EAS	female
HG00683	-0.0162616	-0.0341367	0.00670065	0.0143991	-0.00758384	0.0134225	0.00669426	0.0121673	0.00533126	-0.00392546	HG00683	CHS	EAS	male
HG00684	-0.0161454	-0.0344792	0.0063657	0.0161784	-0.00968622	0.0147917	0.0101847	0.013045	0.00405838	-0.00109237	HG00684	CHS	EAS	female
HG00689	-0.0160852	-0.0347719	0.00644822	0.01575	-0.0100866	0.0149563	0.00790173	0.0151759	0.00367232	-0.00315017	HG00689	CHS	EAS	male
HG00690	-0.0160578	-0.0343018	0.00645683	0.0163762	-0.0150802	0.0207344	0.00966153	0.0121164	0.0033439	-0.00253943	HG00690	CHS	EAS	female
HG00692	-0.0161976	-0.0344815	0.00631882	0.0155491	-0.0108818	0.0189989	0.0106939	0.0150549	0.00218869	-0.00199862	HG00692	CHS	EAS	male
HG00693	-0.0162633	-0.0347325	0.00625392	0.0166896	-0.00944081	0.0146732	0.0117661	0.0185426	0.00551293	-0.00486552	HG00693	CHS	EAS	female
HG00698	-0.0159504	-0.0344899	0.0068285	0.0163889	-0.0112478	0.0172969	0.0106509	0.016329	0.00648118	-0.000156939	HG00698	CHS	EAS	male
HG00699	-0.0159569	-0.0348098	0.0066696	0.0165886	-0.00694166	0.0154575	0.0140243	0.0174899	0.00524319	-0.00148319	HG00699	CHS	EAS	female
HG00701	-0.0162355	-0.0347116	0.00657306	0.0154556	-0.00630209	0.0151519	0.0126792	0.0176828	0.00497321	-0.00358916	HG00701	CHS	EAS	male
HG00704	-0.0162008	-0.0343635	0.00648017	0.0158308	-0.010803	0.0169683	0.0134597	0.0165284	0.00512685	-0.0013737	HG00704	CHS	EAS	male
HG00705	-0.0160748	-0.0345509	0.00649616	0.017582	-0.00766435	0.0162511	0.0139747	0.0174553	0.00677989	-0.00275715	HG00705	CHS	EAS	female
HG00707	-0.0162247	-0.0345009	0.00656756	0.0159936	-0.0129893	0.0159311	0.00681836	0.013489	0.00108347	-0.00426055	HG00707	CHS	EAS	male
HG00708	-0.0161895	-0.0346507	0.00601193	0.0170787	-0.00910482	0.0150717	0.0127415	0.0169285	0.00503541	-0.00732165	HG00708	CHS	EAS	female
HG00717	-0.0155616	-0.0341267	0.00463538	0.0128597	-0.00890887	-0.00242191	-0.0242553	-0.029891	-0.0109619	0.0158656	HG00717	CHS	EAS	female
HG00728	-0.0154482	-0.0335846	0.00278879	0.0130235	-0.0193989	-0.0114215	-0.018022	-0.0210445	-0.00709247	0.000521504	HG00728	CHS	EAS	male
HG00729	-0.0153725	-0.0339528	0.00183455	0.0126667	-0.0181761	-0.0132488	-0.0177433	-0.0235117	-0.00696012	0.00848161	HG00729	CHS	EAS	female
HG00731	-0.009474	0.0227469	0.0146224	0.010507	-0.00138929	-0.00861795	-0.0261175	0.0199813	0.00165338	0.00416523	HG00731	PUR	AMR	male
HG00732	-0.00819804	0.0199433	0.0154031	0.0045708	-0.00418272	-0.00885099	-0.0271079	0.0215208	0.00518639	0.00442423	HG00732	PUR	AMR	female
HG00734	-0.00700525	0.0159565	0.0203697	-0.00283606	-0.000202389	0.00767398	0.000478239	0.0506057	0.0135643	0.0202197	HG00734	PUR	AMR	female
HG00736	-0.00856123	0.0205968	0.0167576	0.0068059	0.00417068	0.00397233	-0.000470677	0.0454926	0.00933527	0.0197748	HG00736	PUR	AMR	male
HG00737	-0.00757917	0.0205921	0.0168813	0.00781204	0.00441287	0.00303947	-0.000590385	0.0420309	0.0127241	0.0258486	HG00737	PUR	AMR	female
HG00739	-0.00876377	0.0233247	0.0140712	0.0110111	0.0020193	-0.000391638	-0.00617788	0.0198883	0.00224741	0.020985	HG00739	PUR	AMR	male
HG00740	-0.00607931	0.0170942	0.0178644	0.000997689	0.00337503	0.0047797	-0.00448021	0.045389	0.00956532	0.0218435	HG00740	PUR	AMR	female
HG00742	-0.00832846	0.0227028	0.0110706	0.0090441	-0.0109984	-0.0161611	-0.0391986	0.00138636	-0.0110413	-0.0107065	HG00742	PUR	AMR	male
HG00743	-0.00739701	0.0150116	0.0169033	-0.0105783	-0.0074347	-0.0158293	-0.0299517	0.00194431	-0.00619843	-0.00786383	HG00743	PUR	AMR	female
HG00759	-0.0157593	-0.0337253	0.00213568	0.0152154	-0.0409413	0.0247085	-0.0112012	-0.0168815	-0.00433534	-0.00234053	HG00759	CDX	EAS	female
HG00766	-0.0155396	-0.0338461	0.00291264	0.0168489	-0.0423164	0.0270489	-0.0126933	-0.0189226	-0.0020728	-0.00962666	HG00766	CDX	EAS	female
HG00844	-0.0157117	-0.034	0.00395733	0.0177735	-0.0403296	0.0353106	-0.00487112	-0.00286664	0.00213616	-0.00464621	HG00844	CDX	EAS	male
HG00851	-0.015834	-0.0343225	0.00433845	0.0171869	-0.0434739	0.0375831	-0.00371373	-0.00267817	0.00230704	-0.00427547	HG00851	CDX	EAS	female
HG00864	-0.0157696	-0.0335521	0.00337969	0.016657	-0.0347799	0.0294774	-0.00605765	-0.00669478	0.00046624	0.0177212	HG00864	CDX	EAS	female
HG00867	-0.0154467	-0.0341089	0.00333012	0.0158027	-0.0406958	0.0260165	-0.0123768	-0.0190974	-0.00164202	-0.0093347	HG00867	CDX	EAS	female
HG00879	-0.0156571	-0.0337326	0.0034589	0.0175041	-0.0359387	0.0355987	0.000159435	-0.0030054	0.00187952	0.0118487	HG00879	CDX	EAS	female
HG00881	-0.0158124	-0.0343773	0.004203	0.0171528	-0.0404851	0.0363534	-0.00245321	0.000572907	-0.000803187	0.00194966	HG00881	CDX	EAS	male
HG00956	-0.0155547	-0.0331744	0.00283238	0.0154893	-0.0369876	0.0291384	-0.00600652	-0.00756154	-0.00246894	-0.00602917	HG00956	CDX	EAS	female
HG00978	-0.0155452	-0.0339057	0.00340926	0.0153586	-0.0341003	0.0287398	-0.00426989	-0.00185788	0.00100469	-0.00521146	HG00978	CDX	EAS	female
HG00982	-0.0159481	-0.0346418	0.00362694	0.0177331	-0.0404634	0.0360527	-0.0008502	0.000577389	0.00161564	-0.00132748	HG00982	CDX	EAS	male
HG01028	-0.015789	-0.0342726	0.00294212	0.0166856	-0.0396748	0.0355318	-0.00167106	0.00315591	0.0039783	0.000897458	HG01028	CDX	EAS	male
HG01029	-0.0157689	-0.0347552	0.00393091	0.0174534	-0.0386872	0.0357039	-0.00282849	0.00210798	0.00380379	0.00329027	HG01029	CDX	EAS	female
HG01031	-0.0158418	-0.0338875	0.00422423	0.0166392	-0.0391619	0.0357733	-0.00457859	-0.00654777	0.000829715	0.00691907	HG01031	CDX	EAS	male
HG01046	-0.015825	-0.0344317	0.003805	0.0171957	-0.0400592	0.0339566	-0.00465208	-0.00421858	0.000293353	-0.00262858	HG01046	CDX	EAS	female
HG01047	-0.00717138	0.0204589	0.0160147	0.00843547	0.00331442	0.00247864	-0.00456297	0.0402375	0.00730795	0.0168334	HG01047	PUR	AMR	male
HG01048	-0.00614165	0.0177392	0.016831	0.0010553	0.00194783	0.00114367	-0.00575993	0.0417468	0.0104863	0.0216665	HG01048	PUR	AMR	male
HG01049	-0.00109931	0.0146132	0.0164385	0.0012658	0.00404081	0.00852749	0.00356163	0.0489996	0.012435	0.0189378	HG01049	PUR	AMR	female
HG01051	-0.00213719	0.0126602	0.0175001	-0.00452205	-0.00424528	0.013264	0.00588142	0.0459146	0.01228	-0.0127846	HG01051	PUR	AMR	male
HG01052	-0.0017321	0.0124262	0.017659	-0.0034963	-0.00262519	0.0147615	0.00689391	0.0406622	0.00790349	-0.0143117	HG01052	PUR	AMR	female
HG01054	-0.00850025	0.0185252	0.0188569	0.00158523	0.00470548	0.00336751	-0.00570907	0.0519949	0.0102583	0.0205437	HG01054	PUR	AMR	male
HG01055	-0.00546288	0.0184811	0.0159835	0.0067558	0.0015566	0.00453403	-0.00122523	0.0510091	0.0122008	0.0167042	HG01055	PUR	AMR	female
HG01058	-0.00567815	0.0169835	0.014152	-0.00315879	-0.00908746	-0.0124461	-0.0265103	-0.000509791	-0.00715352	-0.00757962	HG01058	PUR	AMR	female
