#IID	ALLELE_CT	NAMED_ALLELE_DOSAGE_SUM	Beta_AVG	Beta_SUM	sample	pop	super_pop	gender	PRS_Z
HG00699	7300	3250	-0.0080707	-58.9161	HG00699	CHS	EAS	female	3.2401162019524192
HG00701	7300	3231	-0.00824382	-60.1799	HG00701	CHS	EAS	male	2.3571792467967025
HG00704	7300	3241	-0.00817426	-59.6721	HG00704	CHS	EAS	male	2.711946920343209
HG00705	7300	3224	-0.00820178	-59.873	HG00705	CHS	EAS	female	2.5715908242118743
HG00707	7300	3206	-0.00842133	-61.4757	HG00707	CHS	EAS	male	1.4518859199326621
HG00708	7300	3229	-0.00811516	-59.2407	HG00708	CHS	EAS	female	3.013338756436086
HG00717	7300	3202	-0.00828196	-60.4583	HG00717	CHS	EAS	female	2.162678812934265
HG00728	7300	3188	-0.00838516	-61.2117	HG00728	CHS	EAS	male	1.6363259865263566
HG00729	7300	3266	-0.00818537	-59.7532	HG00729	CHS	EAS	female	2.6552874907949198
HG00731	7300	3264	-0.00880155	-64.2513	HG00731	PUR	AMR	male	-0.4872498711182938
HG00732	7300	3253	-0.00820149	-59.8709	HG00732	PUR	AMR	female	2.573057961105232
HG00734	7300	3238	-0.00846703	-61.8093	HG00734	PUR	AMR	female	1.218820744873362
HG00736	7300	3246	-0.00852986	-62.268	HG00736	PUR	AMR	male	0.898356129166821
HG00737	7300	3307	-0.00837944	-61.1699	HG00737	PUR	AMR	female	1.6655289970703593
HG00739	7300	3319	-0.008425	-61.5025	HG00739	PUR	AMR	male	1.4331624586269427
HG00740	7300	3287	-0.00858232	-62.6509	HG00740	PUR	AMR	female	0.6308481689443788
HG00742	7300	3258	-0.00842895	-61.5313	HG00742	PUR	AMR	male	1.4130417240894462
HG00743	7300	3228	-0.0081717	-59.6534	HG00743	PUR	AMR	female	2.7250114250602637
HG00759	7300	3185	-0.00822855	-60.0684	HG00759	CDX	EAS	female	2.435077229467907
HG00766	7300	3226	-0.00827114	-60.3793	HG00766	CDX	EAS	female	2.217871105589196
HG00844	7300	3273	-0.00850766	-62.1059	HG00844	CDX	EAS	male	1.0116051246018134
HG00851	7300	3245	-0.008317	-60.7141	HG00851	CDX	EAS	female	1.9839675665908305
HG00864	7300	3238	-0.0086041	-62.8099	HG00864	CDX	EAS	female	0.5197649470186329
HG00867	7300	3220	-0.00834674	-60.9312	HG00867	CDX	EAS	female	1.8322935572821573
HG00879	7300	3212	-0.00816404	-59.5975	HG00879	CDX	EAS	female	2.7640652118882474
HG00881	7300	3280	-0.00819423	-59.8179	HG00881	CDX	EAS	male	2.610085701747146
HG00956	7300	3231	-0.00839486	-61.2825	HG00956	CDX	EAS	female	1.5868625141216857
HG00978	7300	3180	-0.00807168	-58.9233	HG00978	CDX	EAS	female	3.2350860183180474
HG00982	7300	3169	-0.00829508	-60.5541	HG00982	CDX	EAS	male	2.095749425132465
HG01028	7300	3274	-0.00843707	-61.5906	HG01028	CDX	EAS	male	1.3716125727674537
HG01029	7300	3285	-0.00839956	-61.3168	HG01029	CDX	EAS	female	1.562899278196822
HG01031	7300	3197	-0.00844122	-61.6209	HG01031	CDX	EAS	male	1.3504438833061343
HG01046	7300	3192	-0.00834701	-60.9332	HG01046	CDX	EAS	female	1.8308962840503853
HG01047	7300	3199	-0.00865486	-63.1805	HG01047	PUR	AMR	male	0.26085021717157597
HG01048	7300	3303	-0.00836141	-61.0383	HG01048	PUR	AMR	male	1.7574695757208507
HG01049	7300	3178	-0.00797086	-58.1873	HG01049	PUR	AMR	female	3.749282567609552
HG01051	7300	3164	-0.00762315	-55.649	HG01051	PUR	AMR	male	5.522631889710952
HG01052	7300	3269	-0.00834726	-60.935	HG01052	PUR	AMR	female	1.8296387381417898
HG01054	7300	3292	-0.00803293	-58.6404	HG01054	PUR	AMR	male	3.432730316951969
HG01055	7300	3272	-0.00867688	-63.3412	HG01055	PUR	AMR	female	0.1485793129988256
HG01058	7300	3185	-0.00846792	-61.8158	HG01058	PUR	AMR	female	1.2142796068701063
HG01060	7300	3226	-0.00818796	-59.7721	HG01060	PUR	AMR	male	2.642083258754688
HG01061	7300	3205	-0.00859367	-62.7338	HG01061	PUR	AMR	female	0.5729311934874942
HG01063	7300	3194	-0.008441	-61.6193	HG01063	PUR	AMR	male	1.351561701891548
HG01064	7300	3231	-0.00670334	-48.9344	HG01064	PUR	AMR	female	10.21369731073371
HG01066	7300	3220	-0.00874148	-63.8128	HG01066	PUR	AMR	male	-0.18089771505263574
HG01067	7300	3287	-0.00869655	-63.4848	HG01067	PUR	AMR	female	0.04825509495771153
HG01069	7300	3230	-0.00861707	-62.9046	HG01069	PUR	AMR	male	0.4536040594943024
HG01070	7300	3219	-0.00880667	-64.2887	HG01070	PUR	AMR	female	-0.5133788805524039
HG01072	7300	3270	-0.00834708	-60.9337	HG01072	PUR	AMR	male	1.830546965742441
HG01073	7300	3268	-0.00848326	-61.9278	HG01073	PUR	AMR	female	1.1360323058909676
HG01075	7300	3263	-0.00850405	-62.0796	HG01075	PUR	AMR	male	1.0299792675995934
HG01077	7300	3269	-0.00872938	-63.7245	HG01077	PUR	AMR	female	-0.11920810186997002
HG01079	7300	3234	-0.00828122	-60.4529	HG01079	PUR	AMR	male	2.166451450660046
HG01080	7300	3232	-0.00858584	-62.6766	HG01080	PUR	AMR	female	0.6128932079161288
HG01082	7300	3282	-0.00846238	-61.7754	HG01082	PUR	AMR	male	1.242504526151872
HG01083	7300	3167	-0.00824036	-60.1546	HG01083	PUR	AMR	female	2.374854753178599
HG01085	7300	3260	-0.00802073	-58.5513	HG01085	PUR	AMR	male	3.4949788394273416
HG01086	7300	3266	-0.00832782	-60.7931	HG01086	PUR	AMR	female	1.9287752739358994
HG01088	7300	3225	-0.00819225	-59.8034	HG01088	PUR	AMR	male	2.62021593267748
HG01089	7300	3187	-0.00836892	-61.0931	HG01089	PUR	AMR	female	1.7191842891703417
HG01092	7300	3236	-0.00785616	-57.35	HG01092	PUR	AMR	female	4.334251006090228
HG01094	7300	3253	-0.00851804	-62.1817	HG01094	PUR	AMR	male	0.9586484691177145
HG01095	7300	3234	-0.00844796	-61.6701	HG01095	PUR	AMR	female	1.3160709618045832
HG01097	7300	3209	-0.0084374	-61.593	HG01097	PUR	AMR	male	1.3699358448893282
HG01098	7300	3283	-0.00799136	-58.3369	HG01098	PUR	AMR	female	3.6447665298731264
HG01101	7300	3191	-0.00869555	-63.4775	HG01101	PUR	AMR	male	0.053355142253674014
HG01102	7300	3193	-0.00843997	-61.6118	HG01102	PUR	AMR	female	1.3568014765106873
HG01104	7300	3205	-0.0087537	-63.902	HG01104	PUR	AMR	male	-0.2432161011895942
HG01105	7300	3208	-0.0088396	-64.5291	HG01105	PUR	AMR	female	-0.6813311230112015
HG01107	7300	3243	-0.00729204	-53.2319	HG01107	PUR	AMR	male	7.211306453967064
HG01108	7300	3116	-0.00635734	-46.4086	HG01108	PUR	AMR	female	11.978313675136544
HG01110	7300	3225	-0.00818927	-59.7817	HG01110	PUR	AMR	male	2.635376347242191
HG01111	7300	3268	-0.00868929	-63.4318	HG01111	PUR	AMR	female	0.08528283559962517
HG01112	7300	3268	-0.00907174	-66.2237	HG01112	CLM	AMR	male	-1.8652407322902553
HG01113	7300	3290	-0.00875192	-63.889	HG01113	CLM	AMR	female	-0.23413382518308792
HG01119	7300	3253	-0.0085574	-62.469	HG01119	CLM	AMR	female	0.7579301693738956
HG01121	7300	3232	-0.00864167	-63.0842	HG01121	CLM	AMR	male	0.3281289232813202
HG01122	7300	3239	-0.00873504	-63.7658	HG01122	CLM	AMR	female	-0.14806179410602852
HG01124	7300	3261	-0.00828699	-60.495	HG01124	CLM	AMR	male	2.137038849131281
HG01125	7300	3226	-0.00870866	-63.5732	HG01125	CLM	AMR	female	-0.013504381886540066
HG01130	7300	3304	-0.00820366	-59.8867	HG01130	CLM	AMR	male	2.562019502574247
HG01131	7300	3231	-0.00879152	-64.1781	HG01131	CLM	AMR	female	-0.4361096708354973
HG01133	7300	3242	-0.00860619	-62.8252	HG01133	CLM	AMR	male	0.509075806795587
HG01134	7300	3213	-0.0083249	-60.7718	HG01134	CLM	AMR	female	1.9436562338542567
HG01136	7300	3249	-0.00865262	-63.1641	HG01136	CLM	AMR	male	0.27230785767209637
HG01137	7300	3312	-0.00899155	-65.6383	HG01137	CLM	AMR	female	-1.4562588573510649
HG01139	7300	3224	-0.00783414	-57.1892	HG01139	CLM	AMR	male	4.4465917739245695
HG01140	7300	3291	-0.00857675	-62.6103	HG01140	CLM	AMR	female	0.6592128155493162
HG01142	7300	3191	-0.0081126	-59.222	HG01142	CLM	AMR	male	3.026403261153136
HG01148	7300	3229	-0.00864996	-63.1447	HG01148	CLM	AMR	male	0.2858614080202674
HG01149	7300	3272	-0.00832566	-60.7773	HG01149	CLM	AMR	female	1.9398137324668896
HG01161	7300	3198	-0.00848529	-61.9426	HG01161	PUR	AMR	male	1.125692483975866
HG01162	7300	3203	-0.00828037	-60.4467	HG01162	PUR	AMR	female	2.170782997678534
HG01164	7300	3255	-0.00885445	-64.6375	HG01164	PUR	AMR	male	-0.7570633321731592
HG01167	7300	3146	-0.00709337	-51.7816	HG01167	PUR	AMR	male	8.224539137985373
HG01168	7300	3309	-0.00855358	-62.4411	HG01168	PUR	AMR	female	0.7774221309570943
HG01170	7300	3295	-0.00846316	-61.7811	HG01170	PUR	AMR	male	1.2385222974413232
HG01171	7300	3281	-0.00827423	-60.4019	HG01171	PUR	AMR	female	2.2020819180701925
HG01173	7300	3282	-0.00889721	-64.9496	HG01173	PUR	AMR	male	-0.9751078199909304
HG01174	7300	3199	-0.0081491	-59.4884	HG01174	PUR	AMR	female	2.840286466681321
HG01176	7300	3237	-0.00845218	-61.7009	HG01176	PUR	AMR	male	1.2945529540353196
HG01177	7300	3244	-0.00846405	-61.7876	HG01177	PUR	AMR	female	1.2339811594380725
HG01182	7300	3199	-0.00869468	-63.4712	HG01182	PUR	AMR	male	0.05775655293374795
HG01183	7300	3222	-0.008626	-62.9698	HG01183	PUR	AMR	female	0.40805295213858933
HG01187	7300	3276	-0.00772695	-56.4067	HG01187	PUR	AMR	male	4.993274925854736
HG01188	7300	3203	-0.00851422	-62.1538	HG01188	PUR	AMR	female	0.9781404307009133
HG01190	7300	3222	-0.00827936	-60.4393	HG01190	PUR	AMR	male	2.1759529086360825
HG01191	7300	3208	-0.00842859	-61.5287	HG01191	PUR	AMR	female	1.4148581792907484
HG01197	7300	3249	-0.00858242	-62.6517	HG01197	PUR	AMR	male	0.6302892596516719
HG01198	7300	3240	-0.00803462	-58.6527	HG01198	PUR	AMR	female	3.424137086576579
HG01200	7300	3232	-0.00835092	-60.9617	HG01200	PUR	AMR	male	1.8109851404976562
HG01204	7300	3272	-0.00790077	-57.6756	HG01204	PUR	AMR	male	4.106774923958007
HG01205	7300	3301	-0.00843804	-61.5977	HG01205	PUR	AMR	female	1.3666522527946678
HG01241	7300	3120	-0.00730684	-53.3399	HG01241	PUR	AMR	male	7.135853699451465
HG01242	7300	3177	-0.00645934	-47.1532	HG01242	PUR	AMR	female	11.458108850948426
HG01247	7300	3199	-0.00840441	-61.3522	HG01247	PUR	AMR	male	1.538167541994484
HG01248	7300	3238	-0.00810799	-59.1883	HG01248	PUR	AMR	female	3.0499473151084695
HG01250	7300	3193	-0.00824066	-60.1568	HG01250	CLM	AMR	male	2.3733177526236555
HG01251	7300	3312	-0.00869536	-63.4761	HG01251	CLM	AMR	female	0.05433323351591101
HG01253	7300	3215	-0.00860755	-62.8351	HG01253	CLM	AMR	male	0.5021593042983272
HG01254	7300	3274	-0.00846752	-61.8129	HG01254	CLM	AMR	female	1.216305653056176
HG01256	7300	3304	-0.00903652	-65.9666	HG01256	CLM	AMR	male	-1.6856212583461747
HG01257	7300	3274	-0.00896947	-65.4771	HG01257	CLM	AMR	female	-1.3436386348703653
HG01259	7300	3301	-0.00852315	-62.219	HG01259	CLM	AMR	male	0.9325893233451953
HG01260	7300	3257	-0.00823011	-60.0798	HG01260	CLM	AMR	female	2.427112772046814
HG01269	7300	3259	-0.00841695	-61.4437	HG01269	CLM	AMR	female	1.474242291640991
HG01271	7300	3274	-0.00825605	-60.2692	HG01271	CLM	AMR	male	2.294790996998158
HG01272	7300	3242	-0.00868979	-63.4355	HG01272	CLM	AMR	female	0.08269788012085347
HG01275	7300	3266	-0.00832659	-60.7841	HG01275	CLM	AMR	female	1.9350630034788663
HG01277	7300	3261	-0.00858816	-62.6936	HG01277	CLM	AMR	male	0.6010163854460783
HG01280	7300	3200	-0.00852456	-62.2293	HG01280	CLM	AMR	male	0.9253933662015772
HG01281	7300	3227	-0.00870701	-63.5612	HG01281	CLM	AMR	female	-0.005120742495917363
HG01284	7300	3219	-0.00838934	-61.2422	HG01284	CLM	AMR	female	1.6150175697418605
HG01286	7300	3247	-0.00816342	-59.593	HG01286	PUR	AMR	male	2.767209076659726
HG01302	7300	3253	-0.00858345	-62.6592	HG01302	PUR	AMR	male	0.6250494850325327
HG01303	7300	3219	-0.00846022	-61.7596	HG01303	PUR	AMR	female	1.2535429846828572
HG01305	7300	3219	-0.00795474	-58.0696	HG01305	PUR	AMR	male	3.8315120972992394
HG01308	7300	3208	-0.00849826	-62.0373	HG01308	PUR	AMR	male	1.0595315964515355
HG01311	7300	3241	-0.0086954	-63.4764	HG01311	PUR	AMR	male	0.054123642531148417
HG01312	7300	3275	-0.00857232	-62.5779	HG01312	PUR	AMR	female	0.6818486419039985
HG01323	7300	3233	-0.00771186	-56.2966	HG01323	PUR	AMR	female	5.070194817263699
HG01325	7300	3270	-0.00867685	-63.341	HG01325	PUR	AMR	male	0.1487190403220023
HG01326	7300	3240	-0.00859381	-62.7348	HG01326	PUR	AMR	female	0.5722325568716107
HG01334	7300	3281	-0.00868568	-63.4055	HG01334	GBR	EUR	male	0.10365697859740527
HG01341	7300	3226	-0.00848211	-61.9194	HG01341	CLM	AMR	male	1.1419008534643995
HG01342	7300	3246	-0.00811088	-59.2094	HG01342	CLM	AMR	female	3.035206082513289
HG01344	7300	3253	-0.00847678	-61.8805	HG01344	CLM	AMR	male	1.1690778178223376
HG01345	7300	3291	-0.00848855	-61.9664	HG01345	CLM	AMR	female	1.1090649325177973
HG01348	7300	3183	-0.00836234	-61.0451	HG01348	CLM	AMR	female	1.7527188467328325
HG01350	7300	3242	-0.00824179	-60.1651	HG01350	CLM	AMR	male	2.3675190687118044
HG01351	7300	3267	-0.00878897	-64.1595	HG01351	CLM	AMR	female	-0.42311502978002813
HG01353	7300	3239	-0.00858856	-62.6965	HG01353	CLM	AMR	male	0.5989903392600134
HG01354	7300	3279	-0.00865816	-63.2046	HG01354	CLM	AMR	female	0.24401307472874473
HG01356	7300	3239	-0.00862721	-62.9786	HG01356	CLM	AMR	male	0.401904949918799
HG01357	7300	3216	-0.00890195	-64.9842	HG01357	CLM	AMR	female	-0.9992806469005566
HG01359	7300	3225	-0.00851175	-62.1358	HG01359	CLM	AMR	male	0.9907158897868424
HG01360	7300	3214	-0.00850892	-62.1151	HG01360	CLM	AMR	female	1.0051776677356696
HG01362	7300	3273	-0.0086989	-63.502	HG01362	CLM	AMR	male	0.03623854516448433
HG01363	7300	3239	-0.00850316	-62.0731	HG01363	CLM	AMR	female	1.034520405602849
HG01365	7300	3264	-0.00801067	-58.4779	HG01365	CLM	AMR	male	3.5462587670333146
HG01366	7300	3254	-0.00816722	-59.6207	HG01366	CLM	AMR	female	2.7478568423997087
HG01369	7300	3198	-0.00813421	-59.3797	HG01369	CLM	AMR	female	2.9162282668280413
HG01372	7300	3199	-0.00896997	-65.4808	HG01372	CLM	AMR	female	-1.3462235903491468
HG01374	7300	3300	-0.00855156	-62.4264	HG01374	CLM	AMR	male	0.7876920892106052
HG01375	7300	3142	-0.00849548	-62.017	HG01375	CLM	AMR	female	1.0737139197540042
HG01377	7300	3234	-0.00839523	-61.2852	HG01377	CLM	AMR	male	1.5849761952587926
HG01378	7300	3281	-0.00871055	-63.587	HG01378	CLM	AMR	female	-0.02314556718575816
HG01383	7300	3218	-0.00876248	-63.9661	HG01383	CLM	AMR	male	-0.28799870826783286
HG01384	7300	3246	-0.00857885	-62.6256	HG01384	CLM	AMR	female	0.6485236753262753
HG01389	7300	3243	-0.00841066	-61.3978	HG01389	CLM	AMR	male	1.506309712310124
HG01390	7300	3168	-0.00843651	-61.5865	HG01390	CLM	AMR	female	1.3744769828925838
HG01392	7300	3257	-0.00849379	-62.0047	HG01392	PUR	AMR	male	1.0823071501293944
HG01393	7300	3285	-0.00843186	-61.5526	HG01393	PUR	AMR	female	1.3981607641710938
HG01395	7300	3257	-0.0082609	-60.3046	HG01395	PUR	AMR	male	2.2700592607958203
HG01396	7300	3190	-0.00837434	-61.1327	HG01396	PUR	AMR	female	1.6915182791812877
HG01398	7300	3164	-0.00788082	-57.53	HG01398	PUR	AMR	male	4.208496415230893
HG01402	7300	3200	-0.00771853	-56.3453	HG01402	PUR	AMR	male	5.036171214070087
HG01403	7300	3233	-0.00813186	-59.3626	HG01403	PUR	AMR	female	2.9281749529596777
HG01405	7300	3250	-0.0086399	-63.0713	HG01405	PUR	AMR	male	0.3371413356262406
HG01412	7300	3244	-0.00813038	-59.3518	HG01412	PUR	AMR	male	2.93572022841124
HG01413	7300	3258	-0.00882859	-64.4487	HG01413	PUR	AMR	male	-0.6251607390940334
HG01414	7300	3280	-0.0081974	-59.841	HG01414	PUR	AMR	female	2.5939471959201983
HG01431	7300	3269	-0.00851397	-62.152	HG01431	CLM	AMR	male	0.9793979766095038
HG01432	7300	3264	-0.00856584	-62.5306	HG01432	CLM	AMR	female	0.7148941538353684
HG01435	7300	3220	-0.00840045	-61.3233	HG01435	CLM	AMR	female	1.5583581401935664
HG01437	7300	3222	-0.00835778	-61.0118	HG01437	CLM	AMR	male	1.7759834460418076
HG01438	7300	3261	-0.00888504	-64.8608	HG01438	CLM	AMR	female	-0.9130688885003204
HG01440	7300	3197	-0.00862345	-62.9512	HG01440	CLM	AMR	male	0.42104759319405355
HG01441	7300	3266	-0.00815789	-59.5526	HG01441	CLM	AMR	female	2.7954339959414916
HG01443	7300	3268	-0.00824166	-60.1641	HG01443	CLM	AMR	male	2.3682177053276927
HG01444	7300	3250	-0.00863653	-63.0467	HG01444	CLM	AMR	female	0.35432779637701617
HG01447	7300	3251	-0.00857521	-62.599	HG01447	CLM	AMR	female	0.667107409308823
HG01455	7300	3233	-0.00868518	-63.4018	HG01455	CLM	AMR	male	0.10624193407618193
HG01456	7300	3201	-0.0086021	-62.7953	HG01456	CLM	AMR	female	0.5299650416105578
HG01459	7300	3273	-0.00855322	-62.4385	HG01459	CLM	AMR	female	0.7792385861583966
HG01461	7300	3179	-0.00833742	-60.8632	HG01461	CLM	AMR	male	1.8798008471623493
HG01462	7300	3247	-0.00832581	-60.7784	HG01462	CLM	AMR	female	1.9390452321894152
HG01464	7300	3264	-0.0085264	-62.2427	HG01464	CLM	AMR	male	0.9160316355487175
HG01465	7300	3268	-0.00850623	-62.0955	HG01465	CLM	AMR	female	1.0188709454070173
HG01468	7300	3299	-0.00876305	-63.9703	HG01468	CLM	AMR	female	-0.29093298205455376
HG01474	7300	3231	-0.00863447	-63.0316	HG01474	CLM	AMR	female	0.3648772092768854
HG01479	7300	3268	-0.00846492	-61.7939	HG01479	CLM	AMR	male	1.2295797487579936
HG01485	7300	3202	-0.00813427	-59.3802	HG01485	CLM	AMR	male	2.9158789485200973
HG01486	7300	3189	-0.00876996	-64.0207	HG01486	CLM	AMR	female	-0.3261442674951701
HG01488	7300	3253	-0.00866874	-63.2818	HG01488	CLM	AMR	male	0.19007832798240895
HG01489	7300	3196	-0.00888059	-64.8283	HG01489	CLM	AMR	female	-0.8903631984840522
HG01491	7300	3214	-0.00896949	-65.4773	HG01491	CLM	AMR	male	-1.3437783621935468
HG01492	7300	3260	-0.00879389	-64.1954	HG01492	CLM	AMR	female	-0.4481960842903153
HG01494	7300	3227	-0.00858295	-62.6555	HG01494	CLM	AMR	male	0.6276344405113043
HG01495	7300	3254	-0.00855047	-62.4184	HG01495	CLM	AMR	female	0.7932811821376886
HG01497	7300	3241	-0.00882452	-64.419	HG01497	CLM	AMR	male	-0.6044112316022392
HG01498	7300	3217	-0.00852653	-62.2437	HG01498	CLM	AMR	female	0.9153329989328339
HG01500	7300	3161	-0.00840811	-61.3792	HG01500	IBS	EUR	male	1.519304353365588
HG01501	7300	3276	-0.0087966	-64.2152	HG01501	IBS	EUR	female	-0.4620290892848349
HG01503	7300	3217	-0.00850721	-62.1026	HG01503	IBS	EUR	male	1.0139106254342316
HG01504	7300	3276	-0.00844653	-61.6597	HG01504	IBS	EUR	female	1.3233367826097873
HG01506	7300	3258	-0.00842018	-61.4673	HG01506	IBS	EUR	male	1.457754467506099
HG01507	7300	3261	-0.00829492	-60.5529	HG01507	IBS	EUR	female	2.096587789071525
HG01509	7300	3275	-0.00844862	-61.6749	HG01509	IBS	EUR	male	1.3127175060483323
HG01510	7300	3208	-0.00849953	-62.0466	HG01510	IBS	EUR	female	1.0530342759238058
HG01512	7300	3297	-0.00860434	-62.8117	HG01512	IBS	EUR	male	0.5185074011100375
HG01513	7300	3219	-0.00886553	-64.7184	HG01513	IBS	EUR	female	-0.8135830343982716
HG01515	7300	3230	-0.00915004	-66.7953	HG01515	IBS	EUR	male	-2.2645814219302376
HG01516	7300	3249	-0.00911634	-66.5493	HG01516	IBS	EUR	female	-2.092716814422482
HG01518	7300	3249	-0.00892548	-65.156	HG01518	IBS	EUR	male	-1.119306417509637
HG01519	7300	3290	-0.00873664	-63.7775	HG01519	IBS	EUR	female	-0.15623584251188863
HG01521	7300	3270	-0.00884104	-64.5396	HG01521	IBS	EUR	male	-0.6886668074779914
HG01522	7300	3277	-0.00849603	-62.021	HG01522	IBS	EUR	female	1.070919373290465
HG01524	7300	3272	-0.00874423	-63.8329	HG01524	IBS	EUR	male	-0.19494031103192777
HG01525	7300	3247	-0.00858577	-62.6761	HG01525	IBS	EUR	female	0.613242526224073
HG01527	7300	3326	-0.00850997	-62.1228	HG01527	IBS	EUR	male	0.9997981657933537
HG01528	7300	3263	-0.0084257	-61.5076	HG01528	IBS	EUR	female	1.429599411885929
HG01530	7300	3209	-0.00835344	-60.9801	HG01530	IBS	EUR	male	1.798130226765369
HG01531	7300	3227	-0.00876775	-64.0046	HG01531	IBS	EUR	female	-0.31489621797941236
HG01536	7300	3203	-0.00839052	-61.2508	HG01536	IBS	EUR	male	1.609009294845247
HG01537	7300	3342	-0.00844359	-61.6382	HG01537	IBS	EUR	female	1.3383574698513212
HG01550	7300	3289	-0.00834236	-60.8992	HG01550	CLM	AMR	male	1.8546499289904812
HG01551	7300	3191	-0.00838419	-61.2046	HG01551	CLM	AMR	female	1.6412863064991423
HG01556	7300	3235	-0.00831377	-60.6905	HG01556	CLM	AMR	male	2.0004553907257225
HG01565	7300	3269	-0.00847682	-61.8808	HG01565	PEL	AMR	male	1.1688682268375699
HG01566	7300	3295	-0.00847552	-61.8713	HG01566	PEL	AMR	female	1.175505274688481
HG01571	7300	3279	-0.0085283	-62.2566	HG01571	PEL	AMR	male	0.9063205865879135
HG01572	7300	3310	-0.00839088	-61.2534	HG01572	PEL	AMR	female	1.6071928396439448
HG01577	7300	3181	-0.00828415	-60.4743	HG01577	PEL	AMR	male	2.151500627080103
HG01578	7300	3226	-0.00835415	-60.9853	HG01578	PEL	AMR	female	1.7944973163627644
HG01583	7300	3193	-0.00842737	-61.5198	HG01583	PJL	SAS	male	1.4210760451721296
HG01586	7300	3244	-0.00882166	-64.3981	HG01586	PJL	SAS	male	-0.5898097263302402
HG01589	7300	3255	-0.00863899	-63.0646	HG01589	PJL	SAS	male	0.34182220095267296
HG01593	7300	3303	-0.00833807	-60.8679	HG01593	PJL	SAS	female	1.8765172550676892
HG01595	7300	3206	-0.00811332	-59.2272	HG01595	KHV	EAS	female	3.0227703507505317
HG01596	7300	3212	-0.00822729	-60.0592	HG01596	KHV	EAS	male	2.4415046863340506
HG01597	7300	3208	-0.00797719	-58.2335	HG01597	KHV	EAS	female	3.7170055559556565
HG01598	7300	3241	-0.0081567	-59.5439	HG01598	KHV	EAS	female	2.801512134499691
HG01599	7300	3208	-0.00835319	-60.9783	HG01599	KHV	EAS	female	1.7993877726739642
HG01600	7300	3233	-0.0084561	-61.7295	HG01600	KHV	EAS	female	1.274571946821
HG01602	7300	3267	-0.00861859	-62.9157	HG01602	IBS	EUR	female	0.4458491930579774
HG01603	7300	3225	-0.0086517	-63.1574	HG01603	IBS	EUR	male	0.27698872299852373
HG01605	7300	3264	-0.00881881	-64.3773	HG01605	IBS	EUR	female	-0.5752780847198322
HG01606	7300	3278	-0.00884477	-64.5668	HG01606	IBS	EUR	male	-0.7076697234300742
HG01607	7300	3190	-0.00880047	-64.2434	HG01607	IBS	EUR	female	-0.48173064185279624
HG01608	7300	3216	-0.00837664	-61.1495	HG01608	IBS	EUR	male	1.679781184034414
HG01610	7300	3288	-0.00865499	-63.1814	HG01610	IBS	EUR	male	0.26022144421728327
HG01612	7300	3255	-0.00873175	-63.7418	HG01612	IBS	EUR	female	-0.1312945153247831
HG01613	7300	3268	-0.00879044	-64.1702	HG01613	IBS	EUR	female	-0.4305904415699997
HG01615	7300	3291	-0.00858138	-62.6441	HG01615	IBS	EUR	male	0.635598897932397
HG01617	7300	3282	-0.00848514	-61.9415	HG01617	IBS	EUR	male	1.1264609842533404
HG01618	7300	3248	-0.00869675	-63.4863	HG01618	IBS	EUR	female	0.047207140033883696
HG01619	7300	3257	-0.00887026	-64.7529	HG01619	IBS	EUR	male	-0.8376859976463069
HG01620	7300	3252	-0.00866745	-63.2724	HG01620	IBS	EUR	female	0.19664551217172943
HG01623	7300	3260	-0.00871844	-63.6446	HG01623	IBS	EUR	female	-0.06338703626074119
HG01624	7300	3217	-0.00873295	-63.7505	HG01624	IBS	EUR	male	-0.13737265388298753
HG01625	7300	3284	-0.00858956	-62.7038	HG01625	IBS	EUR	male	0.593890291964051
HG01626	7300	3209	-0.00879396	-64.1959	HG01626	IBS	EUR	female	-0.44854540259824965
HG01628	7300	3218	-0.00838171	-61.1865	HG01628	IBS	EUR	female	1.6539316292466624
